no	name	kind	entries	growth rate	rareness	attacks learned	hp	atkk	def	speed	spattk	spdef	base exp	breeding compa	egg moves	gender	happiness	steps to hatch	wild items	effort points	abilities	types	tmshms
410	SHIELDON	Shield Pokémon	Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.	"Erratic (max: 600,000 EXP)"	45	"  1, 33,  1,182,  6,269, 10,319, 15, 36, 19,334, 24,207, 28,246, 33,203, 37,368, 43,442"	30	42	118	30	42	88	99	"1,1"	"29, 184, 116, 38, 350, 34, 103, 174, 90"	"12.5% female, 87.5% male"	70	7680	","	"0,0,1,0,0,0"	Sturdy	ROCK/STEEL	        0506      1011121314    1718    21  232425262728      32  3435  373839  4142434445                        58                    69  71        76  78  80  8283      87    9091        H4  H6    
411	BASTIODON	Shield Pokémon	"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."	"Erratic (max: 600,000 EXP)"	45	"  1, 33,  1,182,  1,269,  1,319,  6,269, 10,319, 15, 36, 19,334, 24,207, 28,246, 30,335, 36,203, 43,368, 52,442"	60	52	168	30	47	138	199	"1,1"		"12.5% female, 87.5% male"	70	7680	","	"0,0,2,0,0,0"	Sturdy	ROCK/STEEL	        0506      101112131415  1718    21  232425262728      32  3435  373839  4142434445                        58                  6869  7172      76  78  80  8283      87    9091        H4  H6    
412	BURMY	Bagworm Pokémon	"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."	"Medium (max: 1,000,000 EXP)"	120	"  1,182, 10, 33, 20,237"	40	29	45	36	29	45	61	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,0,0,0,1"	Shed Skin	BUG	                                                                                                                                                                                                        
413	WORMADAM	Bagworm Pokémon	It loves the honey of flowers and steals honey collected by COMBEE.	"Medium (max: 1,000,000 EXP)"	45	"  1, 33, 10,182, 20,237, 23, 93, 26, 75, 29, 74, 32, 60, 35,445, 38,175, 41,213, 44, 94, 47,437"	60	59	85	36	79	105	159	"3,3"		Always female	70	3840	","	"0,0,0,0,0,2"	Anticipation	BUG/GRASS	          06    091011      15  171819202122        27  2930  32                  4243444546  48        53        58                  68  70            7778      8283  858687    90                    
414	MOTHIM	Moth Pokémon	A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.	"Medium (max: 1,000,000 EXP)"	45	"  1, 33, 10,182, 20,237, 23, 93, 26, 16, 29, 77, 32, 60, 35,293, 38,318, 41,403, 44, 94, 47,405"	70	94	50	66	94	50	159	"3,3"		Always male	70	3840	","	"0,1,0,0,1,0"	Swarm	BUG/FLYING	          06      1011      15  171819202122        27  2930  32              40  4243444546  48    51  53        58      62          68  70            7778      8283  85  87  8990            H5      
415	COMBEE	Tiny Bee Pokémon	Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.	"Parabolic (max: 1,059,860 EXP)"	120	"  1,230,  1, 16"	30	30	42	70	30	42	63	"3,3"		"12.5% female, 87.5% male"	70	3840	"GRN APRICORN,"	"0,0,0,1,0,0"	Honey Gather	BUG/FLYING	                                                                                                                                                                                                        
416	VESPIQUEN	Beehive Pokémon	It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,230,  1, 16,  3, 40,  7,109,  9,210, 13,455, 15,228, 19,154, 21,408, 25,456, 27, 92, 31,163, 33,445, 37,454, 39,207, 43,194"	70	80	102	40	80	102	188	"3,3"		Always female	70	3840	","	"0,0,1,0,0,1"	Pressure	BUG/FLYING	          06      1011      15  1718    21          27        32      36      40  4243444546        51        56  58      62          68  70              78    818283      87  8990    H1      H5      
417	PACHIRISU	EleSquirrel Pokémon	It has a flotation sac that is like an inflatable collar. It floats on water with its head out.	"Medium (max: 1,000,000 EXP)"	200	"  1, 45,  1,117,  5, 98,  9,204, 13,209, 17,203, 21,129, 25,186, 29,435, 33,162, 37,387"	60	45	70	95	45	90	120	"5,6"	"343, 44, 313, 111, 205, 260, 175"	"50% female, 50% male"	100	2560	","	"0,0,0,1,0,0"	"Run Away, Pickup"	ELECTRIC	          06      10          161718    21  232425  2728      32  34              42434445                    565758                      70    73        78      8283    8687  8990    H1              
418	BUIZEL	Sea Weasel Pokémon	It floats using its well-developed flotation sac. It assists in the rescues of drowning people.	"Medium (max: 1,000,000 EXP)"	190	"  1, 49,  1, 45,  1,346,  3, 98,  6, 55, 10,228, 15,129, 21,453, 28, 97, 36,250, 45, 13"	55	65	35	85	60	30	75	"2,5"	"189, 29, 154, 163, 316, 3, 210, 226"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	Swift Swim	WATER	01  03    060708  10    1314    1718    21  23      2728    3132            39    42434445                  55    58                                      78      8283      87    90        H3H4  H6H7  
419	FLOATZEL	Sea Weasel Pokémon	"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."	"Medium (max: 1,000,000 EXP)"	75	"  1,423,  1, 49,  1, 45,  1,346,  1, 98,  3, 98,  6, 55, 10,228, 15,129, 21,453, 26,242, 29, 97, 39,250, 50, 13"	85	105	55	115	85	50	178	"2,5"		"50% female, 50% male"	70	5120	","	"0,0,0,2,0,0"	Swift Swim	WATER	01  03  05060708  10  12131415  1718    21  23      2728    3132            39  4142434445            52    55    58              66  68                  78      8283      87    90        H3H4  H6H7  
420	CHERUBI	Cherry Pokémon	It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.	"Medium (max: 1,000,000 EXP)"	190	"  1, 33,  7, 74, 10, 73, 13,270, 19,345, 22,241, 28,388, 31, 36, 37, 76, 40,381"	45	35	45	35	62	53	68	"6,7"	"75, 230, 321, 267, 320, 312"	"50% female, 50% male"	70	5120	","	"0,0,0,0,1,0"	Chlorophyll	GRASS	          06    091011          17  19202122        27        32                  42434445              53        58                      70        75    78      8283    8687    90                    
421	CHERRIM	Blossom Pokémon	"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."	"Medium (max: 1,000,000 EXP)"	75	"  1, 33,  1, 74,  7, 74, 10, 73, 13,270, 19,345, 22,241, 25, 80, 30,388, 35, 36, 43, 76, 48,381"	70	60	70	85	87	78	133	"6,7"		"50% female, 50% male"	70	5120	","	"0,0,0,0,2,0"	Flower Gift	GRASS	          06    091011      15  17  19202122        27        32                  42434445              53        58                  68  70        75    78      8283    8687    90                    
422	SHELLOS	Sea Slug Pokémon	"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."	"Medium (max: 1,000,000 EXP)"	190	"  1,189,  2,300,  4,106,  7,352, 11,426, 16,237, 22,240, 29, 34, 37,330, 46,105"	76	48	48	34	57	62	73	"2,11"	"68, 243, 254, 256, 255, 281, 262, 174, 133, 90"	"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	"Sticky Hold, Storm Drain"	WATER	    03    0607    10    1314    1718    21          27        32                  42434445                  55    58                                      78      8283      87    90        H3          
423	GASTRODON	Sea Slug Pokémon	"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."	"Medium (max: 1,000,000 EXP)"	75	"  1,189,  1,300,  1,106,  1,352,  2,300,  4,106,  7,352, 11,426, 16,237, 22,240, 29, 34, 41,330, 54,105"	111	83	68	39	92	82	176	"2,11"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	"Sticky Hold, Storm Drain"	WATER/GROUND	    03    0607    10    131415  1718    21        262728      32      3637  39    42434445                  55    58                  68  7071            78  80  8283      87    90        H3H4  H6H7  
424	AMBIPOM	Long Tail Pokémon	"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."	"Fast (max: 800,000 EXP)"	45	"  1, 10,  1, 39,  1, 28,  1,310,  4, 28,  8,310, 11,226, 15,321, 18,154, 22,129, 25,103, 29, 97, 32,458, 36,374, 39,417, 43,387"	75	100	66	115	60	66	186	"5,5"		"50% female, 50% male"	100	5120	","	"0,0,0,2,0,0"	"Technician, Pickup"	NORMAL	01  03    06      101112    15  1718    2122232425  2728  303132  34          40  4243444546    49            56  58            6566  68        73        78      8283  858687  8990    H1    H4  H6    
425	DRIFLOON	Balloon Pokémon	"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go."	"Fluctuating (max: 1,640,000 EXP)"	125	"  1,132,  1,107,  6,310, 11, 16, 14,116, 17,371, 22,254, 27,256, 27,255, 30,466, 33,226, 38,247, 43,153"	90	50	34	70	60	44	127	"11,11"	"262, 34, 194, 50, 114, 95"	"50% female, 50% male"	70	7680	","	"1,0,0,0,0,0"	"Aftermath, Unburden"	GHOST/FLYING	      04  06      1011          1718    21    2425  27  2930  32  34              4243444546  48                5758    61626364  6667    70    7374    7778      8283  85  87    90    H1      H5      
426	DRIFBLIM	Blimp Pokémon	It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.	"Fluctuating (max: 1,640,000 EXP)"	60	"  1,132,  1,107,  1,310,  1, 16,  6,310, 11, 16, 14,116, 17,371, 22,254, 27,256, 27,255, 32,466, 37,226, 44,247, 51,153"	150	80	44	80	90	54	204	"11,11"		"50% female, 50% male"	70	7680	","	"2,0,0,0,0,0"	"Aftermath, Unburden"	GHOST/FLYING	      04  06      1011      15  1718    21    2425  27  2930  32  34              4243444546  48                5758    61626364  666768  70    7374    7778      8283  85  87    90    H1H2    H5      
427	BUNEARY	Rabbit Pokémon	An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.	"Medium (max: 1,000,000 EXP)"	190	"  1,150,  1,  1,  1,111,  1,193,  6,203, 13,218, 16, 98, 23, 26, 26,226, 33, 97, 36,146, 43,204, 46,340, 53,361"	55	66	44	85	44	56	84	"5,8"	"313, 252, 227, 186, 458, 213, 67, 327, 415, 9, 8, 7"	"50% female, 50% male"	0	5120	","	"0,0,0,1,0,0"	"Run Away, Klutz"	NORMAL	01  03    06      1011  13      1718    21222324    2728  30  32  34              42434445                    565758  60                        73        78      8283    8687    90    H1        H6    
428	LOPUNNY	Rabbit Pokémon	Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.	"Medium (max: 1,000,000 EXP)"	60	"  1,243,  1,277,  1,150,  1,  1,  1,111,  1,193,  6,203, 13,216, 16, 98, 23, 26, 26,226, 33, 97, 36,146, 43,204, 46,340, 53,361"	65	76	84	105	54	96	178	"5,8"		"50% female, 50% male"	140	5120	","	"0,0,0,2,0,0"	"Cute Charm, Klutz"	NORMAL	01  03    06      1011  131415  1718    2122232425  2728  30  32  34              42434445            52      565758  60              68        73        78      8283    8687    90    H1    H4  H6    
429	MISMAGIUS	Magical Pokémon	"Becoming active at night, it is known to swarm with numerous MURKROW in tow."	"Fast (max: 800,000 EXP)"	45	"  1,381,  1,345,  1, 45,  1,149,  1,180,  1,310"	60	60	60	105	105	105	187	"11,11"		"50% female, 50% male"	35	6400	","	"0,0,0,0,1,1"	Levitate	GHOST	      04  06      101112    15  1718    21    2425  27  2930  32  34          40414243444546  4849      53      5758    61  63    66  68  70    73      777879    8283  85  87    90  92                
430	HONCHKROW	Big Boss Pokémon	It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.	"Parabolic (max: 1,059,860 EXP)"	30	"  1,310,  1,228,  1,114,  1, 17, 25,207, 35,417, 45,400, 55,399"	100	125	52	71	105	52	187	"4,4"		"50% female, 50% male"	35	5120	","	"0,2,0,0,0,0"	"Insomnia, Super Luck"	DARK/FLYING	      04  06      101112    15  1718    21          27  2930  32              4041424344454647  49  51            58        63    66  68        73      777879    8283  85  8788  90      H2    H5      
431	GLAMEOW	Catty Pokémon	It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.	"Fast (max: 800,000 EXP)"	190	"  1,252,  5, 10,  8, 45, 13, 95, 17,185, 20,154, 25,204, 29,274, 32,445, 37,163, 41,389, 45,213"	49	55	42	85	42	37	71	"5,5"	"44, 39, 98, 28, 313, 372"	"75% female, 25% male"	70	5120	","	"0,0,0,1,0,0"	"Limber, Own Tempo"	NORMAL	    03    06      101112        1718    21  232425  2728  30  32  34          40414243444546    49                58            6566      70            7778      8283  85  87  8990    H1              
432	PURUGLY	Tiger Cat Pokémon	It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.	"Fast (max: 800,000 EXP)"	75	"  1,252,  1, 10,  1, 45,  5, 10,  8, 45, 13, 95, 17,185, 20,154, 25,204, 29,274, 32,445, 37,163, 38,207, 45, 34, 53,213"	71	82	64	112	64	59	183	"5,5"		"75% female, 25% male"	70	5120	","	"0,0,0,2,0,0"	"Thick Fat, Own Tempo"	NORMAL	    03  0506      101112    15  1718    21  232425  2728  30  32  34          40414243444546    49                58            6566  68  70            7778      8283  85  87  8990    H1              
433	CHINGLING	Bell Pokémon	It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.	"Fast (max: 800,000 EXP)"	120	"  1, 35,  6, 45,  9,310, 14, 93, 17,253, 22,387"	45	30	50	45	65	50	74	"15,15"	"50, 174, 95, 138, 273, 248, 105"	"50% female, 50% male"	70	6400	","	"0,0,0,0,1,0"	Levitate	PSYCHIC	      04  06      101112      161718  2021          27  2930  323334            4142434445    4849              5758                67    70    73      7778      8283  858687    90  92                
434	STUNKY	Skunk Pokémon	It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.	"Medium (max: 1,000,000 EXP)"	225	"  1, 10,  1,116,  4,139,  7,103, 11,154, 15,108, 20, 92, 25,163, 31,400, 37,262, 44,153"	63	63	47	74	41	41	79	"5,5"	"228, 43, 123, 38, 242, 184, 310, 386"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	"Stench, Aftermath"	POISON/DARK	        0506      101112        1718    21  23      2728  30  32    3536  38    414243444546    49                58          646566                      7879    8283      87    90    H1      H5H6    
435	SKUNTANK	Skunk Pokémon	Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.	"Medium (max: 1,000,000 EXP)"	60	"  1, 10,  1,116,  1,139,  4,139,  7,103, 11,154, 15,108, 20, 92, 25,163, 31,400, 34, 53, 41,262, 52,153"	103	93	67	84	71	61	209	"5,5"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	"Stench, Aftermath"	POISON/DARK	        0506      101112    15  1718    21  23      2728  30  32    3536  38    414243444546    49                58          646566  68                  7879    828384    87    90    H1    H4H5H6    
436	BRONZOR	Bronze Pokémon	"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  1, 93,  7, 95, 12,286, 14,109, 19,326, 26,334, 30,219, 35,360, 37,248, 41,185, 49,371, 52,377"	57	24	86	23	24	86	72	"10,10"		Genderless	70	5120	","	"0,0,1,0,0,0"	"Levitate, Heatproof"	STEEL/PSYCHIC	      04  06      1011        161718  202122      2627  2930  3233      37  39    424344      48                5758              6667  6970      74  7677    80  8283  858687    909192                
437	BRONZONG	Bronze Bell Pokémon	It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.	"Medium (max: 1,000,000 EXP)"	90	"  1,241,  1,240,  1, 33,  1, 93,  1, 95,  1,286,  7, 95, 12,286, 14,109, 19,326, 26,334, 30,219, 33,335, 38,360, 43,248, 50,185, 61,371, 67,377"	67	89	116	33	79	116	188	"10,10"		Genderless	70	5120	","	"0,0,1,0,0,1"	"Levitate, Heatproof"	STEEL/PSYCHIC	      04  06      1011      15161718  202122      2627  2930  3233      37  39    424344      48                5758          64  6667686970      74  7677    80  8283  858687    909192      H4  H6    
438	BONSLY	Bonsai Pokémon	"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."	"Medium (max: 1,000,000 EXP)"	255	"  1,313,  1,383,  6,175,  9, 67, 14, 88, 17,102, 22,335, 25,185, 30,317, 33,157, 38, 21, 41,389, 46, 38"	50	80	95	10	10	45	68	"15,15"	"120, 29, 106, 111, 205, 328"	"50% female, 50% male"	70	5120	","	"0,0,1,0,0,0"	"Sturdy, Rock Head"	ROCK	      04  06      1011          17      21          2728    3132        37  39    4243444546                      58          64        69            767778  80  8283      87    90                    
